chunk_id,strategy,paragraph_ids,text,word_count
overlap_030,overlap,"[30, 31]","A clean foam mattress is available for sale and offers comfortable support for a dorm, apartment, or short-term sublease setup near UIUC. The mattress has been used with a protective cover, stored indoors, and maintained in a clean environment. It provides a balanced feel that works well for students who want an affordable bed option without sacrificing basic comfort. Because buying a mattress new can be expensive during move-in season, this listing offers a lower-cost alternative for someone furnishing a room quickly. The seller can share dimensions, thickness, and pickup timing, and buyers are welcome to inspect the mattress before deciding. This listing is best for students seeking a straightforward, ready-to-use sleep setup at a reasonable price. A used sofa is being sold by a UIUC student and is a practical fit for apartment living rooms, study corners, or shared housing common spaces. The couch is comfortable for everyday sitting, movie nights, and hosting friends, with cushions that still hold their shape and a frame that feels stable. The upholstery is in good condition with only minor wear consistent with normal use. Because apartment furniture can be expensive to replace all at once, this listing offers a budget-friendly way to make a space feel more complete and inviting. The seller can provide dimensions, pickup logistics, and extra photos showing the full sofa from multiple angles. This listing is ideal for buyers furnishing a living area without spending new-furniture prices.",239
overlap_031,overlap,"[31, 32]","A used sofa is being sold by a UIUC student and is a practical fit for apartment living rooms, study corners, or shared housing common spaces. The couch is comfortable for everyday sitting, movie nights, and hosting friends, with cushions that still hold their shape and a frame that feels stable. The upholstery is in good condition with only minor wear consistent with normal use. Because apartment furniture can be expensive to replace all at once, this listing offers a budget-friendly way to make a space feel more complete and inviting. The seller can provide dimensions, pickup logistics, and extra photos showing the full sofa from multiple angles. This listing is ideal for buyers furnishing a living area without spending new-furniture prices. A compact coffee table is available for sale and works well in apartments, dorm lounges, and smaller shared spaces where full-size furniture would feel crowded. The table provides enough surface area for drinks, snacks, books, remotes, and decor while still being easy to position in front of a sofa or along a wall. Its simple design makes it easy to match with different room styles, and the current owner has used it successfully in a student apartment. The table remains stable and usable, with only light cosmetic wear from routine use. The seller can share exact measurements and pickup information for interested buyers. This listing is a smart choice for students who want practical living room furniture on a limited budget.",243
overlap_032,overlap,"[32, 33]","A compact coffee table is available for sale and works well in apartments, dorm lounges, and smaller shared spaces where full-size furniture would feel crowded. The table provides enough surface area for drinks, snacks, books, remotes, and decor while still being easy to position in front of a sofa or along a wall. Its simple design makes it easy to match with different room styles, and the current owner has used it successfully in a student apartment. The table remains stable and usable, with only light cosmetic wear from routine use. The seller can share exact measurements and pickup information for interested buyers. This listing is a smart choice for students who want practical living room furniture on a limited budget. An adjustable desk lamp is available for sale and is well suited for students who study late, attend evening online classes, or want better lighting for reading and desk work. The lamp provides focused illumination without taking up too much surface space, making it a useful accessory for both dorm desks and apartment workstations. Its adjustable neck allows users to direct light where they need it most, whether they are writing notes, assembling small items, or working on art projects. The lamp is in good working condition and is being sold simply because the owner is moving out. This listing is ideal for buyers who want a practical lighting upgrade that improves productivity without requiring a large furniture purchase.",240
overlap_033,overlap,"[33, 34]","An adjustable desk lamp is available for sale and is well suited for students who study late, attend evening online classes, or want better lighting for reading and desk work. The lamp provides focused illumination without taking up too much surface space, making it a useful accessory for both dorm desks and apartment workstations. Its adjustable neck allows users to direct light where they need it most, whether they are writing notes, assembling small items, or working on art projects. The lamp is in good working condition and is being sold simply because the owner is moving out. This listing is ideal for buyers who want a practical lighting upgrade that improves productivity without requiring a large furniture purchase. A durable backpack is being sold near UIUC and is suitable for carrying textbooks, notebooks, chargers, water bottles, and a laptop across campus throughout the week. The bag has multiple compartments that make it easier to organize smaller items, and the shoulder straps remain comfortable for regular use. It has been gently used and still looks presentable, with zippers and pockets functioning properly. Because students rely heavily on a dependable bag during busy semesters, this listing offers a practical replacement or backup option at a lower cost than buying new. The seller can provide measurements and photos of the interior storage layout if needed. This listing is especially useful for students who want a reliable everyday backpack quickly and affordably.",239
overlap_034,overlap,"[34, 35]","A durable backpack is being sold near UIUC and is suitable for carrying textbooks, notebooks, chargers, water bottles, and a laptop across campus throughout the week. The bag has multiple compartments that make it easier to organize smaller items, and the shoulder straps remain comfortable for regular use. It has been gently used and still looks presentable, with zippers and pockets functioning properly. Because students rely heavily on a dependable bag during busy semesters, this listing offers a practical replacement or backup option at a lower cost than buying new. The seller can provide measurements and photos of the interior storage layout if needed. This listing is especially useful for students who want a reliable everyday backpack quickly and affordably. A pair of lightly used sneakers is available for sale and is suitable for everyday campus walking, gym visits, or casual wear. The shoes have been worn only a limited number of times, with soles that still show good tread and uppers that remain clean and structurally sound. They are being sold because the owner no longer wears the style or fit. Buyers can request the exact size, brand details, and close-up photos of the condition before meeting. Since students often need comfortable shoes for long days moving between classes, this listing provides a practical option at a lower price than retail. It is ideal for anyone looking for functional footwear in good condition without spending on a brand-new pair.",240
overlap_035,overlap,"[35, 36]","A pair of lightly used sneakers is available for sale and is suitable for everyday campus walking, gym visits, or casual wear. The shoes have been worn only a limited number of times, with soles that still show good tread and uppers that remain clean and structurally sound. They are being sold because the owner no longer wears the style or fit. Buyers can request the exact size, brand details, and close-up photos of the condition before meeting. Since students often need comfortable shoes for long days moving between classes, this listing provides a practical option at a lower price than retail. It is ideal for anyone looking for functional footwear in good condition without spending on a brand-new pair. A winter jacket is available for sale and is well suited for Champaign-Urbana weather during colder months. The coat provides warmth for walking to class, waiting at bus stops, and spending time outside during windy winter days. It features a comfortable lining, functional pockets, and a condition that remains good after normal seasonal use. The seller is parting with it only because of a wardrobe change, not because of damage or performance issues. Interested buyers can ask for size information, brand details, and additional photos showing the fit and exterior condition. This listing is especially useful for students who need reliable cold-weather outerwear quickly and want to avoid paying full retail prices at the start of winter.",237
overlap_036,overlap,"[36, 37]","A winter jacket is available for sale and is well suited for Champaign-Urbana weather during colder months. The coat provides warmth for walking to class, waiting at bus stops, and spending time outside during windy winter days. It features a comfortable lining, functional pockets, and a condition that remains good after normal seasonal use. The seller is parting with it only because of a wardrobe change, not because of damage or performance issues. Interested buyers can ask for size information, brand details, and additional photos showing the fit and exterior condition. This listing is especially useful for students who need reliable cold-weather outerwear quickly and want to avoid paying full retail prices at the start of winter. A used bicycle is being sold near UIUC and is ideal for commuting to class, riding between apartments and campus buildings, or making quick trips around town. The bike has been used as regular student transportation and remains functional, with working brakes, usable tires, and a frame suited for daily riding. It may show cosmetic signs of use, but overall it is a practical option for buyers who care more about dependable transportation than appearance. The seller can provide frame size, pickup details, and any recent maintenance notes before purchase. This listing is especially attractive for students who want to save time walking across campus and need an affordable ride without shopping at a full-price bike retailer.",234
overlap_037,overlap,"[37, 38]","A used bicycle is being sold near UIUC and is ideal for commuting to class, riding between apartments and campus buildings, or making quick trips around town. The bike has been used as regular student transportation and remains functional, with working brakes, usable tires, and a frame suited for daily riding. It may show cosmetic signs of use, but overall it is a practical option for buyers who care more about dependable transportation than appearance. The seller can provide frame size, pickup details, and any recent maintenance notes before purchase. This listing is especially attractive for students who want to save time walking across campus and need an affordable ride without shopping at a full-price bike retailer. A pair of over-ear headphones is available for sale and is a good fit for studying, commuting, casual gaming, and everyday music listening. The headphones provide comfortable ear coverage, solid sound quality, and a design that helps reduce distractions in noisy shared environments such as libraries, buses, or apartment common areas. They have been used carefully and remain in good working condition, with audio output functioning properly on both sides. The seller can confirm whether charging cables, cases, or auxiliary accessories are included. This listing is especially useful for students who want a reliable personal audio setup for classes and entertainment without buying a more expensive new pair from an electronics store.",229
overlap_038,overlap,"[38, 39]","A pair of over-ear headphones is available for sale and is a good fit for studying, commuting, casual gaming, and everyday music listening. The headphones provide comfortable ear coverage, solid sound quality, and a design that helps reduce distractions in noisy shared environments such as libraries, buses, or apartment common areas. They have been used carefully and remain in good working condition, with audio output functioning properly on both sides. The seller can confirm whether charging cables, cases, or auxiliary accessories are included. This listing is especially useful for students who want a reliable personal audio setup for classes and entertainment without buying a more expensive new pair from an electronics store. A gaming console bundle is being sold by a UIUC student and includes the console itself, at least one controller, and a small selection of games or accessories depending on the final package. Everything has been tested and works properly, and the seller is only letting it go because of graduation or reduced use. This bundle can be a fun addition to an apartment living room for casual gaming nights with roommates or friends after classes. Interested buyers can ask about storage capacity, exact model version, included titles, and cosmetic condition before pickup. This listing is ideal for students who want an entertainment setup at a lower entry cost than purchasing a full console system new.",228
overlap_039,overlap,"[39, 40]","A gaming console bundle is being sold by a UIUC student and includes the console itself, at least one controller, and a small selection of games or accessories depending on the final package. Everything has been tested and works properly, and the seller is only letting it go because of graduation or reduced use. This bundle can be a fun addition to an apartment living room for casual gaming nights with roommates or friends after classes. Interested buyers can ask about storage capacity, exact model version, included titles, and cosmetic condition before pickup. This listing is ideal for students who want an entertainment setup at a lower entry cost than purchasing a full console system new. A kitchen starter set is available for sale and includes practical essentials such as pots, pans, cooking utensils, and a few basic tools that are useful for students moving into an apartment for the first time. Instead of purchasing everything separately, buyers can get a functioning starter collection in one transaction and begin cooking simple meals right away. The items have been used but remain in workable condition, with normal signs of wear that do not affect everyday use. The seller can provide a complete inventory list and photos of each item before pickup. This listing is especially valuable for students trying to furnish a kitchen quickly on a budget while still having the basics needed for regular meal preparation.",236
